id,joke,label
1373,对你的老板说，我喜欢你的风格并用双管手指射击他。,0
1374,一位金发女郎说：“我担心我的机械师会试图把我扯下来，当他告诉我我需要的一切都是一个流畅的信号时，我松了一口气。”,0
1375,在参加一次会议时，三名精神科医生散步。,0
1376,语文老师教赤壁的课文，说起曹兵在华容道互相践踏，感慨道：人流是可怕的……,1
1377,一个特大号的水床可以容纳足够的水来填充4英尺深的2000平方英尺的房子。,1
1378,一想到今年90后的小妞都可以合法嫁人了，姐的鸭梨更大了！,1
1379,什么男人会去一年一度的销售，并以1.99美元的钱包打击300名女性？,0
1380,找工作要比保留工作要困难得多。,0
1381,我曾经什么都有：地位、金钱、美女，但是被老婆发现了。,1
1382,女人为什么要穿夜礼服到夜总会？他们不应该穿着睡袍吗？,1
1383,在一次社交会上，法国神父米尼耶（18531944年）坐在一位长得特别迷人的姑娘旁边。一位先生问他是否有胆量吻她一下。 当然不敢！神父说，她还没成为圣物。,1
1384,为了安全起见，我在汽车的天花板上安装了火警。,0
1385,通过免费咨询，您通常可以获得您所支付的费用。,1
1386,像我那么懒的人，要是你说的每一句我都有回，那只能说明一个问题：我喜欢你。,1
1387,一个心灵的拥有者不仅扭曲，而且实际上扭伤了。,1
1388,一学生把硬币抛向空中：正面朝上就去看电影，背面朝上就去打台球，如果硬币立起来，就去学习。,1
1389,医生：去给那位即将出院的病人再注射一针镇静剂。 护士：为什么？都可以出院了，还打镇静剂干嘛？ 医生：等一会儿要结账，我怕他看了价钱会受不了！,1
1390,标题越具体，您以后能够应用的越少。,0
1391,如果对他们耳语，有些人会相信任何事情。,0
1392,一个现代艺术家就是那个在画布上画画的人，用布擦掉它并卖掉布料。,1
1393,钱对你真的就那么重要吗?讲了3个多小时了一分钱都不降。,1
1394,领导权威是一个幸运的人，他猜对了。,0
1395,他身家千万，拥有豪车无数，私家豪华餐厅，现代化农牧场。自从QQ号丢了以后，他就一无所有了……,1
1396,炸弹队的座右铭：如果你看到我们跑步，你最好赶上。,1
1397,做与不做的最大区别是：后者拥有对前者的评论权。,1
1398,有一天开车带着小外甥路过乡村公路，突然路旁飞来一只鸡，小外甥高声叫道：“舅舅，舅舅，快、块把那只鸡压死，我们拿回家吃狗肉。”,1
1399,什么是笨蛋，期望教育者有娱乐性，或期望娱乐是教育的？,0
1400,老酷因一点小事把老婆惹了，他嬉皮笑脸地讨好她：“你就是我整个的世界。” 老婆不理他。 老酷说：“看来快爆发世界大战了。”,1
1401,宠物商店。 老板：“先生，您看这条训练有素的狗，我卖给您两万元。” 顾客：“这只狗是不错，不过我买了它，家里就再没有什么值钱的东西了。”,1
1402,经过相当长的一段时间后，他显得衣冠不整，血腥，并被严重殴打。,0
1403,女人的力量在于她的爱的能力。,0
1404,谁可以责怪我的问题？请给我一点时间。......我会找人的。,0
1405,有些人只是发现它靠在错误的墙上才能达到成功阶梯的顶峰。,0
1406,爸爸，有人把我们的车偷走了。 你认得那人的模样了吗？ 没留意看，但我把车号记住了！,1
1407,甲：我好想做个女人，可以不上班，整日逛街，打扮，买衣服，和朋友喝茶。 乙：然后又多了个像我们这样可怜的男人吗？,1
1408,你总是在电话簿中查看电话号码，因为拨打信息费用为50美分。,0
1409,哥伦比亚大学是纽约市第二大土地所有者，仅次于天主教会。,1
1410,这辈子最深情的眼神，都献给了手机屏幕。,1
1411,好男人都有男朋友了。,1
1412,帮助陷入困境的人就像铁轨中的开关一样。 。在沉船与平稳，滚动繁荣之间。,0
1413,永远不要让你的男人的思绪徘徊 - 这一点太孤零零了。,0
1414,处理任何问题的最佳角度是尝试角度。,0
1415,一名产妇在医院里几乎流产，经医生急救才保住了孩子。 事后，丈夫问她：“医生怎么说的呀？” “医生说，这孩子是他给的。”,1
1416,我正游走在无拘无束的自赏自省与自恋之间。,1
1417,当一个人进入你家时，会有一股辛辣的香料气味。,1
1418,我想我是太久没吃鸡了，昨晚看见鸡毛掸子，居然有点激动。,1
1419,陪审团由12人组成，他们确定哪个客户拥有最好的律师。,1
1420,一个男人喝醉了，吻了一下朋友的妻子。朋友拉他去见法官。 法官的判决道：你叫你妻子，回吻他一次。,1
1421,笔记本电脑：一种旨在迫使商人在家，度假和商务旅行中工作的设备。,1
1422,照顾好自己的角色，你的声誉会照顾好自己。,1
1423,生命是蛋白质和防腐剂的混合物，全部被困在苍白，绿色，凝胶状的粘性物质中。,1
1424,无理取闹，必有所图！,1
1425,两个侍者在聊天。 甲：老百姓可以骂州长，骂总统，可见我们美国很民主。 乙：是啊，总统谁都可以骂，但谁也不能骂自己的老板。,1
1426,不知怎的，我想象这种体验会更有价值。,0
1427,他的朋友环顾四周，发现了一块巨大的岩石，把它捡起来，然后把它放到井里。,0
1428,高中有个同学叫WZW，每天从学校回家的路上都会对着路人一本正经地问：你知道WZW大饭店怎么走么？ 半年后基本当地人都知道有个WZW大饭店，就是不知道在哪。,1
1429,这条消息加97美分，可以给你一杯咖啡。,0
1430,语文课上，老师津津有味的给同学们讲死海的形成，快下课了，老师问了小明一个问题：死海有鱼么？小明回答道：有，死鱼。,1
1431,语法课上，老师在黑板上出了一道题目：请把我的哥哥去学校这句话改成将来式。 老师叫汤普森上去改写，汤普森走到黑板前，迅速写道我哥哥的儿子去学校。,1
1432,记者：听说你是最富有的动物，因为人们都说你的房子多。 蜜蜂：多啥呀，不过就是住的集体宿舍罢了。,1
1433,在酒吧看到的标志：“喝酒的人请提前付款。”,1
1434,有位律师弥留之际，朋友去医院探望他，见他正在翻阅《圣经》，不禁问道：“你在干什么？” 奄奄一息的律师说：“我在找上帝说话的漏洞啊。”,1
1435,一位男子悲伤的对酒友说：“没想到我太太对我不忠，她告诉我昨晚她和她的妹妹在一起，可实际上，昨天晚上我是和她妹妹在一起的！”,1
1436,您的医生会在您的酒精流中发现血迹。,0
1437,金钱不会给你带来快乐，但它可以让你在更多地方寻找它。,1
1438,奉承确实有效：当你下雪的时候，你也应该收获。,0
1439,只是因为在人群中多看了你一眼，我便瞎了眼。,1
1440,指向屏幕。在制作精心设计的手势时，用一种语言进行吟唱。,0
1441,数学老师：……现在，我们可以得出结论，X等于零。 学生：唉，算了这老半天，都白费功夫了。,1
1442,在一家小镇暂住，问旅店的服务员，“你们这里有什么特色？” 服务员呆了一下，哼哼唧唧地说：“我们老板…特色…”,1
1443,千万别和禽兽吵架，如果你赢了，你比禽兽还禽兽。,1
1444,“妈妈，我打碎了闹钟，我打碎了闹钟。” “我知道了，用不着讲两次呀！” “你说过的，坦白一次，可以把处罚减轻一半。”,1
1445,当你听到有人在冲厕所时说出哦哦，已经太晚了。,1
1446,我们为我们的家庭提供了保障，但他们仍在进入。,0
1447,他有两个大脑，一个丢失，另一个是寻找它。,1
1448,女，喜甜食，甚胖!该女有一癖好：痛恨蚂蚁，见必杀之。问其故曰：这小东西，那么爱吃甜食，腰还那么细!,1
1449,女朋友就像信用卡，你不能得到一个，除非你已经有一个。,1
1450,来吧，亲爱的男孩，有一支雪茄，你会走得更远！,0
1451,面粉：婚姻的最大哲学就是糅合，不能只要面子。,1
1452,妇科医生的定义是什么？一个在另一个男人的领域工作和经营的人。,1
1453,某女士：我丈夫对我爱得发狂。他在睡梦中说了许多非常甜蜜的话。不过有件可笑的事--他总叫错我的名字。,1
1454,当你确保了该区域，确保敌人也知道它。,1
1455,“什么叫乐观派的人？”这个就像荼壶一样，屁股都烧得红红的，它还有心情吹口哨！“,1
1456,母亲：你为何对着镜子吃梨？ 女儿：这样不是可以吃两只梨么？,1
1457,某男子性格十分爽直。 一天，他经人介绍到一女士家相亲。才谈了一会儿，他就迫不及待地问道：你到底同不同意？同意咱就结婚，不同意咱就离婚！,1
1458,如果克林顿的回答是肯定的，那么它肯定是一个非常愚蠢的问题。,0
1459,失败比死亡更糟糕，因为你必须忍受失败。,0
1460,猴子和长颈驴结婚一年后长颈驴提出离婚，理由是蹦蹦跳跳的日子受不了！猴子怒曰：离就离，没见过亲嘴还要爬树的。,1
1461,小蚊子央求母亲准许他去戏院看戏，苦苦求了半天之后，母亲终于答应了。 “好吧，你可以去，”她叮嘱道，“可是人家鼓掌的时候你要当心。”,1
1462,一位总怕别人说她年岁大的中年妇女到医院看病。当医生问她年龄的时候，她谎报说：二十五岁。 医生皱了下眉头，在病历卡上写道：此人失去记忆力。,1
1463,单身的小王问老李：“为什么法律规定一个男人只能娶一个老婆？” 老李语重心长地说：“等你有了老婆之后就会发现，其实这条法律是保护男人的。”,1
1464,知道所有答案的人永远不会被问到问题。,1
1465,枪支管制与枪支无关。这是关于控制。,0
1466,一个同学，他的电脑每天早上会自动开机（估计是因为宿舍里早上来电的时候一瞬间冲开的）。 结果他老人家拿了一个符贴在了电脑上……,1
1467,把你的饼干放在烤箱和你的小圆面包在床上。,1
1468,随着营地变得有限，邻里平地的面积趋于消失。,1
1469,男：我对你的爱像十个手指头，十全十美。 女：我对你的爱你像第十一根手指头，绝对没有。,1
1470,A：“给我讲个悲剧吧”？ B：“男人结完扎，妻子流产了。” A：“有没有更悲剧的”？ B：“男人结完扎，妻子怀孕了”,1
1471,被陈冠希戴绿帽子的人那么多为什么只有鲁智深暴打了陈冠西？,1
1472,一个人可以多次失败，但在他们开始责怪别人之前，他们并不是真正的失败。,1
1473,现代禅宗为美国军队:::军事幽默笑话。,0
1474,三岁小女孩不听话， 她妈说：“再不听话把你扔出去，再捡一个回来。” 小女孩低声说：“你捡回来的小孩也是不听话的，是他妈不要的！”,1
1475,今天问一个女生的电话号码，她说：“我给你我的QQ号吧。” 我说好。结果回去加她QQ，验证信息是“我的电话是多少”。 可不可以不这么含蓄。,1
1476,男生上前问道：“唉，同学，请问现在几点？” 美眉一看表，回答：“哦，八点半。” 男生一脸惊讶地说：“啊？我们太有缘了！我的表也是八点半！”,1
1477,现在食物已经取代了我生命中的性爱，我甚至无法穿上自己的裤子。,0
1478,被告满怀希望的回答说：是的，法官大人，去年我是你家小孩的家教，教拉小提琴的那个，记得吗？ 哦法官恍然大悟，是你啊！那就多判10年！,1
1479,耐心会来到那些等待它的人身上。,1
1480,母女二人去参观女儿男朋友的画展。母亲发现其中一幅裸体人像酷似女儿，便问道：你没有光着身子给他画吧。 啊，没有，女儿答，他是凭记忆画的。,1
1481,店员：“先生，买顶游泳帽吧！好好保护您的头发。” 顾客：“笑话！我这几根头发数都数得过来。” 店员：“可戴上游泳帽，别人就数不清您头上的头发了。”,1
1482,我必须把薪水拿到银行。它本身太少了。,1
1483,这只鸟落在电脑上时说了什么？ - “退出，退出”。,0
1484,重力 - 这不仅仅是一个好主意，而是法律！,0
1485,我知道上帝不会给我比我能处理的更多。我只是希望他不要那么相信我。,1
1486,妇人走进银行，对货款部职员说：「我想跟你谈谈借货。」 「好极了！」银行职员回答，「你能给我们多少钱？」,1
1487,一年中的每一天都在脸上露出笑容！,0
1488,地球上的情报总和是不变的，但人口正在增加。,1
1489,"等我找到男朋友，我第一时间就是抽他两巴掌,我得问问，这些年你TMD躲哪里去了。",1
1490,如果你稍微眯一下，每个人都很漂亮。,1
1491,这不是一个项目的成本，而是你节省了多少。,0
1492,未来的工厂将只有两名员工，一个人和一个狗。那个男人会在那里养狗。狗会在那里阻止男人接触设备。,1
1493,快乐像香水，洒在别人身上时，自己也会沾上一点。,1
1494,反击者总会发现新的痒; 一个棕色的人总会找到新的感觉。,1
1495,不要担心咬得比你咀嚼的多。,0
1496,唯一比进入的敌人火力更准确的是进入友军火力。,1
1497,警长：上次我曾对你说，以后须要革面洗心。今天怎的又来了？ 罪犯：我曾把这话对这位警察先生说过，无奈他一定要拉我到这里来。,1
1498,五毛和五毛是最幸福的 因为他们凑成了一块。,1
1499,这个国家需要的是更多失业的政治家。,0
1500,妈妈：“你别把手指含在嘴里，多不卫生呀。” 他子：“妈妈，我放嘴里的是‘食指’呀！”,1
1501,"上次帮一个同学抬电脑,在北门租的板车。然后从南门骑回来,在能科楼附近,一中年人快速骑车赶上我,然后问:“你收什么样的破烂?” 把我郁闷的不行。",1
1502,如果你丢失了某些东西，它将在你寻找它的最后一个地方。,1
1503,我遇到了一些疯狂的人。他们让我成为他们的领袖......,0
1504,作为罗德岛州长的杰出记录因无人真正关心的事实而无效。,0
1505,在任何男人的生命中最快乐的时光就是在第一次离婚之后。,1
1506,初中同学出去看手相，回来我问：看得准不准？ 他说：挺准！说对了！ 我问：说什么了？ 他说：看手相的说我没离过婚。,1
1507,“‘心灵鸡汤’式的文章错在哪？”“没给勺子。”,1
1508,我的猫不是无情的猎人，她是野生动物控制专家。,1
1509,面瘫患者只好皮笑肉不笑。,1
1510,碰到挡风玻璃时，最后一件事是通过一个小虫的脑子？,0
1511,从理论上讲，理论与实践之间没有区别。在实践中，存在很大差异。,1
1512,拒绝就是你想象中的朋友不会和你说话的时候。,0
1513,穿着最漂亮的军装的军队将会失败。,1
1514,利伯曼定律：每个人都撒谎，但没关系，因为没有人听。,0
1515,看你那样子，幸好你不是唐僧，不然，妖精都被你糟蹋光了。,1
1516,任何酷程序总是需要比你有更多的内存。,1
1517,在你不得不使用酒吧工具作为步行者回家之前，你从未真正喝醉过。,1
1518,监狱里，狱史对犯人说：“你老婆看你来了。” 犯人问道：“请问她叫什么名字？” 狱史不耐烦地说：“你难道连自己的老婆的名字都不知道？”,1
1519,不是都实行男女平等了，凭什么哥就不能上女厕所,1
1520,丈夫：我又没踩你的脚，为什么刚才在大庭广众之下，你几次高喊我踩你的脚呢？ 妻子：穿着这么漂亮的高跟鞋，我总不能光叫你一个人瞧呀！,1
1521,小城开了个很火的酒吧，名字叫在人间。 甲：喂，咱们上哪？ 乙：我们上（尚）在人间。,1
1522,小伙子：真糟糕，前天晚上和你说好了‘明晚再约会。’为什么今晚才来？ 姑娘：亲爱的，我没误，因为你在零点过后才把这句话讲完。,1
1523,海豚：不要相信一个总是微笑的物种，它取决于某种东西！,0
1524,播球赛时，你甭跟我争电视了。 我在学写体育时评呢，不看比赛咋评？ 体育版的稿费海着哪！乖，等我挣多了给你换大房子啊！,1
1525,除了自卫外，一棵树永远不会撞上汽车。,1
1526,宿舍六个人，晚上没吃饭饿得慌，厨房里就剩两根茄子。 宿舍一神人做饭，酱爆茄子。为了够吃，他放了9勺盐…… 那两根茄子到最后都没吃完。,1
1527,一哥们进城上照相馆去照相。 同志，给俺照个模样。 要几寸的？ 怎么还要布票？！ 是问你要多大个的！ 来它一块钱儿的！,1
1528,我的体重对于我的身高来说是完美的 - 这取决于我,1
1529,如果我每天加班工作，我能活3年，因为我会被累死！ 如果我每天没可干，我能活3天，因为我会无聊死！,1
1530,统计就像比基尼; 揭示的内容是暗示性的，但隐藏的内容至关重要。,1
1531,如果金钱是一切罪恶的根源，为什么教会如此苛刻呢？,0
1532,一张白皙的脸可能会褪色，但一个美丽的灵魂会永远存在。,0
1533,老师：有没有应到的未到啊？ 学生：……没有闻到。,1
1534,我们有一个安静的家庭生活。我不跟她说话，她不跟我说话。,1
1535,布朗夫人：哦，亲爱的，我把珍爱的小狗给丢了！ 史密斯夫人：可是你该在报纸上登广告啊！ 布朗夫人：没有用的，我的小狗不认识字。,1
1536,在新年里婆婆对孙子说：来我这，给你一个红包。祝你快快长大。 孙子把红包接过来高兴地说：谢谢婆婆，祝婆婆也快快长大。,1
1537,智能修补的第一条规则 - 保存所有部件。,1
1538,今天，哥去捞了QQ漂流瓶，捞了一个，结果一看崩溃了！“再来一瓶”。,1
1539,女：你跟我说话怎么老嚼着糖？ 男：不嚼糖哪来那么多甜言蜜语？,1
1540,腹泻的概率随着当地植被的蓟含量的平方而增加。,0
1541,贝多芬听起来很难听，他认为他是画家。,0
1542,请不要打我，我是一个被困在车里的行人。,0
1543,“没关系，我再教你几手擒拿，病人就跑不了了。”,1
1544,一个病人给医生说：“我总自己觉得自己是母鸡，已经有半年了！” 医生：“啊！都半年多了，为什么不早来？” 病人：“因为我想吃鸡蛋！”,1
1545,漂亮的护士对医生说：“每次我量这位病人的脉搏时，好像都跳得特别快，我该怎么办？” 医生：“把他的眼睛遮起来。”,1
1546,考试作弊，同心协力。以抄为主，以蒙为辅。抄蒙结合保护及格，谁敢告密，下课暴力。,1
1547,龙龙：“你说地球围着太阳转，是吗？” 飞飞：“是的。” 龙龙：“那没有太阳的时候，地球该怎么办呢？”,1
1548,如果你曾经回答过你不知道答案的问题，你就创造了一种宗教信仰。,1
1549,考试时，一考生从头至尾一直趴在桌上翻白眼。 考试结束后老师见他考卷上写道：孙子出题难，儿子监考严。老子不会做，只好交白卷。,1
1550,四级考试中，我一个劲地抄边上MM的答案。 交卷后，那MM冷冷地瞪了我一眼，说了句：“你看我的干什么？我做的是B卷。”,1
1551,你只有年轻一次 - 之后你需要另一个借口。,1
1552,要不是老师说不能乱扔垃圾，不然偶早把你扔出去。,1
1553,儿子问爸爸：“爸爸，超音速飞机有什么缺点？” 爸爸回答道：“超音速飞机的缺点就是后面飞机按喇叭，前面飞机听不到！”,1
1554,如果成功的概率几乎不是一个，那就几乎为零。,0
1555,银行经理雇用一斜眼、歪鼻、招风耳的丑八怪做出纳，众人惊。 经理解释：如果他携款潜逃，我们非常容易在通缉令上写明他突出的面貌特征。,1
1556,看到没有邪恶，没有听到邪恶，没有邪恶的约会。,0
1557,丈夫：医学书上说，母乳喂养有许多优点。 妻子：你也是吃母乳长大的？ 丈夫：是呀！ 妻子：看，缺点出来了吧，你简直和你妈一样罗嗦呢！,1
1558,上帝欲使人灭亡，必先使其疯狂；上帝欲使人疯狂，必先使其买房。,1
1559,最新的维生素是由鸡汤制成的。它让男人自大，女人更好。,0
1560,停电了，妈妈走到小女儿的房间，发现屋里点了两支蜡烛。 妈妈：孩子，我说过多少遍了，要节约！ 女儿：妈妈，我就是为了节约，才把蜡烛剪成两段。,1
1561,战术是在没有成为敌人的情况下提出要点的艺术。,0
1562,以前男人胡子很长；现在男人头发很长。,1
1563,我们的眼睛放在前面，因为向前看比回头看更重要。,0
1564,你知道光速，那么黑暗的速度是多少？,0
1565,我下地狱，它已经满了，所以我回来了。,1
1566,墨水干涸，纸张烧伤，但灵魂中写下的东西将持续永恒。,0
1567,有一次，上数学课的时候，是公开课嘛。然后，刚上课的时候，数学老师一紧张，就说:“下，下，下课！”,1
1568,我是你的过客，你是我的定格。,1
1569,男子很紧张的说：“孩子不是我的！”,1
1570,注意：如何克服迟到课程从晚上7点开始。不要迟到。,1
1571,老师：今天开学，商天，你跟我读：赵钱孙李，周吴郑王。 商天：赵钱孙李，周吴郑王。 老师：周吴郑王上边是什么？ 商天：天花板。,1
1572,奇怪的是，4000英里以外的地震似乎不像新车上的第一次刮伤那么大。,0
1573,隔壁老头的追悼会开了， 会上宣读了老头的遗言： 遗产不分，作为基金，每年取出利息， 在墓前每年家人团聚一次，祭拜之后进行抽奖。,1
1574,当人体抽出体外喷出30英尺的血液时，人的心脏会产生足够的压力。,0
1575,仔仔被爸爸修理了，他跑去找妈妈诉苦：“妈妈，有人打你儿子你会怎样？” 妈妈：“我会打他的儿子报仇！” 仔仔：“……”,1
1576,你不要因为你变老而停止笑; 你变老了，因为你停止了笑。,1
1577,在超越它时，我们承认恐惧和痛苦，但保持一种阻止固定的观点。,0
1578,我曾经想成为一名无神论者，但我放弃了。他们没有任何假期。,1
1579,你买得起充电5分钟的手机又怎么样？你找的到通话两小时的人吗？,1
1580,法官问一位妇女：你为什么两次拿砖头砸向你丈夫？ 这位夫人辩解说：因为我第一次没能砸着他。,1
1581,男人的话就像老太太的牙齿，有多少是真的。,1
1582,食人族减肥期间投诉火葬场排烟不规范引起食欲。,1
1583,你是如此丑陋，只要把灯打开就可以练习节育！,0
1584,走牛B的路，让傻B去说吧！,1
1585,你停车好了，但你的保险杠阻塞了交通。,0
1586,儿子惹父亲发怒，父亲举起巴掌说：“今天我要不打死你，我就姓你那个姓！”而事实上，儿子和他一个姓。,1
1587,一台计算机曾经在国际象棋中击败过我，但是在拳击比赛中我无法与之匹敌。,0
1588,都说人往高处走，可是高处不胜寒。水往低处流，水知低处纳百川！,1
1589,在紧急情况下，请在陈词滥调中说话。,0
1590,很多人说我花心。那是对我的误解，其实我对每个女孩都很专一！,1
1591,男：“我可以为你买杯饮料吗？” 女：“不必，我情愿要你买饮料的钱。”,1
1592,火车站长新闻记者说：先生，你们抱怨我们对火车晚点没有采取任何措施，这是没有根据的，难道你们没有注意到我们在候车室里又增加了三条长椅吗？？,1
1593,你怎么没有听说过那些笨拙的员工？,0
1594,甲太太：是我让我先生变成百万富翁的喔！ 乙太太：哦？那他本来是做什么的？ 甲太太：他原来是千万富翁。 乙太太：……,1
1595,孔子说......他穿过机场大门侧身去曼谷。,0
1596,我刚从愉快的旅行回来 - 我开车送我的妻子到机场！,0
1597,儿子结婚前，父亲不好意思地教导他说：到时候你在上面，她在下面就可以了。 洞房之夜，新娘看见新床被改成了上下铺。,1
1598,在傻瓜眼里，聪明人的聪明一文不值。,1
1599,我的薪水是七位数。不幸的是，涉及小数点。,1
1600,背部拍打和裤子踢的距离只有十八英寸。,0
1601,"有一日我和我老妈去寺院上香,见一僧人过来,我老妈上前,曰:""道长""我扯扯老妈的衣角,小声说:""这是寺庙.""老妈顿悟:""师太""",1
1602,我允许你走进我的世界，但决不允许你在我的世界里走来走去。,1
1603,我喜欢和丑陋的傻瓜一起出去玩......他们让我感觉更聪明，更热。,1
1604,隔壁那小子终于发誓要减肥了——毕业招聘会上，有人对他说了句：“哥们，让一下，你挡着我的手机信号了。”,1
1605,有些人处在边缘。有些人已经结束了。我正在滑翔。,0
1606,长寿秘诀 —— 保持呼吸，不要断气。,1
1607,甲：我妻子和别人私奔了！ 乙：什么时候？ 甲：前天在我洗澡的时候！ 乙：啊，她一定等了很久才得到这次的机会。,1
1608,全家去旅游，来到一处山水景点。儿子扶着桥栏看河水，爸爸对他说：“中午了，我们吃饭吧。” 儿子却说：“不，我等河水流完了再吃。”,1
1609,老师正在教学生猜谜，老师说：“一个长来一个短，一个快来一个慢，短的生来懒得动，长的忙得团团转。猜猜看，这是什么？” 小明答道：“爸爸和妈妈。”,1
1610,不要让老化让你失望......重新站起来太难了！,0
1611,名人：一直努力工作以获得认可的人，然后佩戴墨镜以避免被人识别。,1
1612,学生：我家隔壁的小秃子，生的什么相思病，那是吃什么东西吃坏的？,1
1613,一分钱为你的想法，二十块钱来表现出来！,1
1614,在加拿大的两美元钞票上，悬挂在议会大楼上的旗帜是美国国旗。,0
1615,这么热的天，在大晚上给室友盖上被子神马的真不算龌龊， 我在上床的时候发现席子真的好烫，你们知道为什么吗？ 谁把我电热毯插上了？！！,1
1616,我们宿舍一个人喝多了要去尿尿然后带出一句冷话：尿喝多了，酒就特别多。,1
1617,不要试图激发我的热情 - 我还没有。,1
1618,皇上：容嬷嬷，你为何百般刁难小燕子和紫薇，你这下贱的奴才有何居心？容嬷嬷跪在地上，泛着泪说：皇上，您记得当年大明湖畔的夏雨荷，那撑船的容嬷嬷你还记得吗？,1
1619,有一天，一只猫死于自然原因并前往天堂，在那里他遇见了主。,0
1620,女性：在另一个人的情感上完全开放自己。,1
1621,在孩子还在成长的同时清理你的房子就像在停止下雪之前铲起驱动器一样。,1
1622,某女宿横幅：今日华夏女生，明日成功女性。我个人觉得，这要是某男宿横幅就更有点意思。,1
1623,今天看见几个小朋友在玩过家家！ 一小男孩说：我当老公！ 一小女孩说：我当老婆！ 另外一个小女孩想了半天，怯生生的说道:那我做小三吧！,1
1624,老俩口看电视，突然转播选美比赛。老头子一看，脸红了，转身进屋。 老太太笑：老头子还挺封建。 一会老头子回来了，端正坐好，脸上多了副老花眼镜……,1
1625,小蒲公英哭着问爸爸 “爸爸，爸爸，我为什么要和同性相恋啊？” 爸爸拍了拍小蒲公英的肩，一起痛哭的说:因为～世界上～没有～蒲～母～英啊～,1
1626,我最近加入了健康水疗中心 他们有一个标志，上面写着“自由重量”。所以我带了几个。,0
1627,上帝在女人面前创造了男人......但是在杰作之前总会有一个草稿。,1
1628,偏执狂是你的敌人有组织的妄想。,0
1629,恐怖组织成员冲进校园，在枪口的胁迫下，小李不得不在答题卡上涂上答案C。,1
1630,每天吃一个苹果可以让医生远离医生，但如果医生很可爱，那就忘掉了水果吧！,1
1631,熊猫深爱着小鹿，表达爱意时却遭到拒绝。 熊猫大吼：为什么？这一切都是为什么？ 小鹿胆怯地说：我妈说了，戴墨镜的都是不良少年。,1
1632,一个胖姑娘进商场买衣服。拿者一件衣服对服务员说：“你们这件衣服有ＸＸＸＬ号的吗？” 服务员说：“原来你口吃啊。”,1
1633,我决定离开去加利福尼亚，所以我收拾了两张蒙着眼睛的牙科保健员的萨尔瓦多·达利印刷品，试图在蚀刻草图上画一个圆圈，然后我前往高速公路并开始搭便车。在三分钟之内，我被一辆载有20辆全新汽车的巨型拖车卡车接走。我爬上驾驶室一侧，打开了门。那家伙说，“我在这里没有多少空间，你为什么不进入其中一辆车。” 所以我做了。他真的很喜欢挑选人，因为他又多了19个人。我们都有自己的车。然后他以每小时90英里的速度行驶，我们都获得了超速罚单。,0
1634,如果你是躁狂抑郁症，你按哪个号码并不重要。,0
1635,如果你知道自己在做什么，那么你可能会感到无聊。,0
1636,弄一聊天机器人，光会说句“是么？”就足够，别人说什么都这句，绝对聊遍天下无敌手。,1
1637,学了点国语的老外。 早晨和女秘书打招呼：“你吗好？” 小姐瞪了他一眼，他一楞，马上又对她说：“妈，你好！”,1
1638,两个色鬼从妓院出来后互相扯淡着…… ＂我喜欢小桃红，你却喜欢小杏儿！＂ ＂这就叫萝卜白菜各有所爱！＂ ＂瞎说，我们这可是吃荤！＂,1
1639,如果你不能在国际象棋中击败你的电脑，试试拳击。,0
1640,如果有一双眼睛陪我一同哭泣，就值得我为生命受苦。,1
1641,刚睡醒，躲在被窝里给室友发短信，想问他老师点名没。 过了几秒钟，从对面床上传来弱弱的声音：“你确定是问我吗？”,1
1642,妈妈，我能到外面去跟彼得玩一会儿吗？ 不能，他是坏孩子。 那我能到外面去揍他一顿吗？,1
1643,丈夫：我想投保意外险，你说好不好？ 妻子：当然好哇！以后你出门我就不必叫你要小心啦！,1
1644,上高中时，有个老师教语文名叫王根基， 一天，老师正在给我们上课，突然一个学生家长推开教室门， 问了一句：“您就是根基吧？” 全班顿时陷入一片死寂之中。,1
1645,妈妈：“这是妈妈治红眼病的药水，你怎么能随便玩呢？” 毕克：“我在给小白兔点眼睛呢！您看，您的红眼病传染给它了。”,1
1646,俺们这里的人通常把烧饼叫火烧。中招考试有一填写成语，题为：火烧{ } 有位同学想不起来“火烧赤壁”，于是乎写上了“火烧一元钱三个”.,1
1647,我年少时就是个丝袜控， 幸运的是成年后我找到了 一个和爱好相关的工作——抢银行。,1
1648,在移动的电梯中大声放屁在很多层面都是犯规。,1
1649,最美丽的日落是由多云的天空。,0
1650,房里正在大扫除。杂物堆得满桌满地，到处一片狼藉。 妻子对丈夫说：“你快去街上自动电话亭给家里打个电话吧！我们的电话我怎么也找不到了。”,1
1651,生活就像一个热水澡。当你进入它时感觉很好，但是你停留的时间越长，你得到的皱纹越多。,1
1652,当我17岁时，我认为我的父母是世界上两个最愚蠢的人。当我21岁时，我惊讶于他们在4年内学到了多少。,0
1653,将客户睡服。,1
1654,我得到的第一张卡片来自我错过的人。,0
1655,女性生活的时间比男性长，因为她们不必与女性生活在一起。,1
1656,为什么他们在坐着时会被称为“看台”？,0
1657,甲：喂，小姐，最近你们这里饭菜份量减少了很多。 乙：这可能是视差的缘故，先生。因为大厅的面积扩大了。,1
1658,我们都想投票给最好的男人，但他从不是候选人。,1
1659,其实治疗尿频根本不用买那么贵的药，花二毛钱买一根猴皮筋即可。,1
1660,把他放在一个圆形的房间，并告诉他寻找角落。,1
