id,joke
322,委屈的丈夫对太太说：“我的家里有两辆汽车、两台电视、两个浴室，为什么不能有两种意见呢？” “好啊，那我们也准备两张床吧！” 丈夫：……
323,爸爸患有高血压，看病回来后，妈问他，医生有什么吩咐。爸说：医生劝我要多运动，少吃咸的东西。 妈说：既然如此，以后你还是跑跑步，别老是喜欢到海水浴场去。
324,同学：“你数学考了６６分，你打算怎么向你当武术教练的爸爸交代呢？” 小毛：“我趁他练倒立的时候，再把卷子给他看。”
325,女主人从外面回来，问新来的女佣：“你有没有照我的吩咐，把冰箱清理干净？” “清理过了，太太。”女佣回答，“每样东西都很好吃！”
326,一个40多岁的男人经常在找到成熟水平的女性时遇到问题。
327,诸葛亮出山前也没带过兵啊，你们凭啥要我有工作经验。
328,幼儿园老师说：尿床一次罚三元，二次五元，三次七元。 我正想问老师包月多少钱，就看见你举手说：老师，我要办VIP会员年卡！
329,教孩子要有礼貌和礼貌，当他长大后，他永远无法将他的汽车挡在高速公路上。
330,某人第一次见到大海，感叹道：“大海啊！母亲！”话音刚落，一个浪头打过来，正好打在他的脸上，此人怒道：“我靠！还他****是个后妈！
331,如果猫和狗没有毛皮，我们还会宠他们吗？
332,您知道吗？我丈夫在乒乓球决赛中受了伤。 可从来没有谁看见过他打过球啊？ 是的。他是在看比赛中喊坏了声带。
333,始终在壁炉架上保留好几张卡。如果意外的客人到达，他们会认为你生病了，无法清理。
334,我去了一个闹鬼的房子，看着厨房的桌子下面，发现了灵口香糖。
335,老鼠：我兄弟结婚了。 狗：你兄弟是谁？ 老鼠道：狮子啊！ 狗：狮子怎么会是你的兄弟？ 老鼠：其实我没结婚以前也是一只勇猛的狮子！
336,峰会会议往往像熊猫交配。期望总是很高，结果通常令人失望。
337,双关语的美妙之处在于“Oy！” 旁观者。
338,布朗说：我想离婚，我太太3个月不跟我说一句话。 朋友说：你真幸福！这么安静的太大哪儿去找？
339,晴雨表：一种巧妙的仪器，可以显示我们的天气状况。
340,早起的鸟可能得到蠕虫，但第二只老鼠得到了奶酪。
341,为什么荷兰人的国家有两个名字，荷兰和荷兰，而且没有一个包含荷兰语这个词？
342,“轻奢”是什么意思？没钱又要装B！感觉怎么是在说我呢？！
343,某局正在进行末位淘汰，把最没用的人辞掉。 有人问小刘：“局长问你，考核表是不是你用了？” 小刘忙跑到局长那里解释：“我没用！我真的没用！”
344,在做饭时弄脏12个罐子需要多少人？
345,我从另一个方向与一辆固定卡车相撞。
346,共产主义就像禁止 - 这是一个好主意，但它不起作用。
347,只有疯狂才有足够的力量才能繁荣; 只有繁荣的人才能判断什么是真正的理智。
348,孩子把玩具当朋友，成人把朋友当玩具。
349,酒店里，顾客喝完酒对服务员说：我想我是喝多了，能给我拿点什么醒酒的东西吗？ 服务员说：好的，您稍等，我这就给您去拿账单！
350,组件故障的可能性与维修或更换的难易程度成反比。
351,事实就像冰水一样，当它击中你时会震惊你，但没有人会因此而死。
352,你跟他还有救吗？ 电话上的一个按键。 是‘重拨’吗？ 不，是‘免提’！
353,杭州灵隐寺星巴克店。 “服务员，我点的是一杯卡布奇诺，你给我一个空杯子干嘛？” “哦，施主，空即是满，满即是空。”
354,春天与出轨的共同点是：绿得不知不觉。
355,一天国文课，老师要同学解释成语的意思。 老师：厚古薄今是什么意思？ 小星举手答道：古代的女孩子想的是衣服要穿越多越好，现在的女孩子想的是衣服要穿越少越好。
356,跑堂的：“你给我的小费是一张假币。” 顾客：“是你找钱时给我的呀！” 跑堂的：“你明明知道我不想要它，干吗还要给我呢？”
357,分手时别和我说我们不合适，我他妈火星人啊和地球不合适。
358,电视台智力竞赛抢答，参赛者争先恐后，老在主持人宣布开始前摁抢答器。主持人急了：我说‘开’时你别抢，等我的‘始’出来你再抢！
359,晚上想想千条路，早上起来走原路。
360,你的麻烦在于你缺席会成为一个好公司。
361,我们经常担心被拒绝，以至于在其他人有机会之前我们先拒绝自己。
362,在我这个年纪，行动比言语更响亮。
363,忙碌是一种幸福，让我们没时间体会痛苦；奔波是一种快乐，让我们真实的感受生活；疲惫是一种享受，让我们无暇空虚。
364,除非有充分理由改变方向，否则猫会直线移动。
365,支持当地警察部队; 你的生活可能有一天会依赖它。
366,救命！我被关押在幸运饼干工厂！
367,生孩子就像是被鸡啄死了......
368,别再逼我，再逼，我就在地上划个圈圈咒诅你被丑女强吻！
369,"一直对发型不满意的人,有一个共同点:不肯承认这是脸的问题。"
370,人贵在言而有信——我说不还钱就不还钱!
371,做久了储蓄，突然出来做大堂经理，在网上银行替客户购买基金时，指着小键盘，想让客户输入密码，却冒出一句：请在这里签名。
372,让傻瓜亲吻你是愚蠢的。让一个亲吻欺骗你更糟糕。
373,竞选助理：“议员先生，有个歇斯底里的女人在电话中吼叫，她想知道你对堕胎有什么看法。” 参议员：“呃，告诉她，我明天一早就把支票寄过去！”
374,姑姑在卧室里喷上灭蚊药，带侄女出去散步。 路上，侄女不解的问：姑姑，你为什么不买二斤肉挂在家里，让蚊子吃饱，它不就不咬咱们了吗？
375,“听说厂长决定要大裁员了！” “这你还不知道，跟我们无关。他是跟他老婆吵架，威胁要把她所有的亲戚全裁掉……”
376,幸好爱情不是一切，幸好一切都不是爱情。
377,记者：“蔬菜农药超标你有没有什么切身体会？” 回答：“恩，头天蔬菜吃得多的话， 第二天大号的时候能闻到农药味，这个算吗？”
378,我高考的时候就是有人一直在放屁，煎熬死了。
379,甲：昨天晚上，你跟那女孩的第一次约会怎么样？ 乙：可以说成功了一半！ 甲：什么意思？ 乙：我亲吻了她两个脸颊，而她只抽了我一个耳光！
380,几个小偷想偷取ATM，结果被警察捉住了。 警察说：“这你也敢偷，胆子不小。” 小偷们可怜地说：“哪里哪里，偷几个奥特曼而已。”
381,爱并没有真正让世界变得圆润，但它让这次旅行变得有价值。
382,你其实挺聪明的，小笨蛋。
383,在悲观主义者计算他的祝福：10 ... 9 ... 8 ... 7 ......
384,我度过了这么糟糕的一周，我甚至忘记了如何骑自行车。
385,赵元任与友人信中云：要是你收不到这封信，请你赶快通知我，我好告诉你是什么时候付邮的。
386,总结会上，老板说：今年公司利润成倍增长，我将给各位开一张千元支票作为奖励。 大家热烈鼓掌。 老板接着说：如果明年继续这样，我就在那些支票上签字！
387,他的人会随便跟随他，但只是出于好奇。
388,在我们寻求真理的过程中，让我们不要被最容易相信的东西所影响。
389,骄傲是我们所拥有的。可惜是其他人有什么。
390,他用一幅画打消了我的疑虑：美丽的大漠长烟，夕阳山外山，他牵着我的手共赴旅途。
391,甚至啄木鸟的成功归功于他使用他的头部。
392,我可以对录像机上的所有性，裸露，语言和暴力做些什么？
393,成人不自在，自在不成人。
394,在我死后，我宁愿让人们问为什么我没有纪念碑而不是为什么我有一座纪念碑。
395,昨天坐公交车，听一年轻人抱怨：“天天下雨，真烦人。” 旁边一老太太接道：“都怪神九把天给捅破了。 ”
396,奶奶：安德列伊卡，你咳嗽的时候要用手捂住嘴。 孙子：别担心，奶奶，我的牙不会掉就是了。
397,汤姆到女友玛丽家里找她，玛丽的小弟弟生气地走出来。 讨厌的家伙，你为什么总来找我姐姐，你自己没有吗？！
398,看完315晚会，不敢吃饭，不敢用手机，不敢用筷子，不敢开车。
399,一分钟有多长，这是要看你蹲在厕所里面还是蹲在厕所外面。
400,对话：一种声乐比赛，其中呼吸的人被称为听众。
401,在人生旅程中，我选择了心理路径。
402,一同学考试想作弊，收到短信发来的答案后，寻机查看， 但发现监考老师老是盯着他，直至考试结束。 试后，老师留下该同学，说：你真像我一个大学同学。
403,如果你做不好，那就让它看起来很好。
404,生活就像一首美妙的旋律，只有歌词搞砸了。
405,都想抓住青春的尾巴，可惜青春是只壁虎。
406,还有不足一个月就是清明假期了，一外地的表弟给我写来一封信，开头是这样说的：“清明节快到了，我们见面的日子不远了。”
407,我们现在回到我们定期举行的火焰投掷。
408,当成功归于某人的头脑时，它通常在那里找不到任何东西。
409,妻：来看看我有没有断掌？ 夫：不用看了，铁定有的。 妻：为什么？ 夫：不然我的一生怎么会断送在你的手里
410,当有人指向天空时，看着手指就是傻瓜。
411,病人：“医生，我耳朵好像半聋了。听东西总是只能听到一半。” 医生：“是吗？那我来测试下。 88” 病人：“44”
412,如果一只鸟在挡风玻璃上晃动，你会怎么做？
413,一女子去算命，相面先生说：“小姐，你最近将有倒霉的事情发生，因为你身上有凶兆。” 女子一听说道：“那好，我把胸罩脱下来是不是就好啦。”
414,特雷曼定理：不可能的事情通常不会发生。
415,在人们停止聆听之前，总是试着停止说话。
416,十年后，法院第二次判杀人犯死刑。
417,富人有两宗罪：有钱不借给我；借我之后还老催我还钱。
418,如果您必须在航班上工作，只要您触摸笔到纸张就会遇到湍流。
419,校长说：“大学里谈恋爱那是给别人养老婆。” 老师听后说：“要知道，你们以后的老婆这时候也正被别人养着。” 所以，我现在不想找老婆！
420,他们是否在特奥会上为非残障人士预留了停车位？
421,用嘻哈的蓝调精神来过二胡一样的生活。
422,安东尼的力量法则：不要强迫它 - 得到更大的锤子。
423,某新年前夕见一哥们个性签名【哥保持了20年的处男之身，今晚终于要……】遂一帮禽兽围观询问。 整点过后，此君签名为【突破21了】
424,某天，两个同学在教学楼走廊挨着栏杆嬉戏打闹，被老师看见，语重心长的说到：“我有一个大学同学，高中的时候就是这样摔死的。”
425,如果可怕意味着可怕，那么可怕的意味着可怕吗？
426,同学最近购进一山寨机，炫耀其超长待机一百天。然后一天就木电了。我们仔细一看手机盒子上写得是“超长待机一白天”。
427,只要能让我活一千年我宁愿当王八。
428,每个政客都有价格，有些人讨价还价。
429,今天一同学说，你怎么老喝可乐呀， 杀精，我回答，死在里面总比抛尸荒野要强…
430,强强：我想数数狗有几颗牙，把手伸到狗嘴里去了。 丽丽：狗咬你了，是吗？ 强强：是啊，它大概也想数数我有几个指头吧，真没办法。
431,医学院的学生告诉我说他终于明白什么叫做生不如死了，那就是，停尸房有空调，他们寝室没有。
432,对于文明而言，最好不要让自己陷入困境。
433,"一个和尚挑水喝,两个和尚抬水喝,三个和尚没水喝,四个和尚斗地主,五个和尚可以去扮福娃了。"
434,在医学课堂上男学生问：我要如何才能打动你的心？ 女学生：老师不是教过了吗？要用电击。
435,当他们完成制作苯乙烯泡沫时，他们将它包装成什么？
436,史上最雷人的分手理由，因为你是qq会员，我觉得我配不上你。
437,在某些文化中，我所做的将被认为是正常的。
438,生命是溜溜球，人类不断在绳子里打结。
439,老奶奶疼爱孙子，每天送孙子上学。 今天，他们到学校时迟到了，老师问他：“为什么迟到了？” 他说：“我奶奶走得太慢了。”
440,"修养的艺术,其实就是说谎的艺术。"
441,和老爸讨论九寨沟讨论的起劲的时候，俺奶奶哈哈大笑：韭菜沟有什么好看的？咱老家那后山沟，那条沟不是韭菜沟？
442,朱元璋是我大爷，不信你把他叫出来问问！
443,女人：两个。你去找你的，我会去找我的。
444,宗教战争就像孩子们争吵谁拥有最强大的想象力的朋友。
445,我不是单身，我是浪漫的挑战。
446,营业员：好消息！新到的畅销书，买一本送一本。 顾客：为什么？ 营业员：一本是原书，一本是勘误。
447,你会让一个虫子逃脱，因为它没有咬你吗？
448,犹太人听过的一个笑话，知道如何更好地说出来。
449,巧克力覆盖的葡萄干，樱桃，橙片和草莓都算作水果，所以要尽量多吃。
450,你知道什么会成为一个好故事？关于一个让人快乐的小丑的事情，但在他内心真的很难过。此外，他有严重的腹泻。
451,如果多样性是生活的调味品，婚姻就是剩下的垃圾邮件的大牌。
452,你早早出现在面包店，以利用热轧卷。
453,上帝必须特别喜欢原教旨主义传教士，古代保守派共和党人和精神病患者，因为他是他们所谈论的全部。
454,我去看了一位精神病医生：他说告诉我一切。我做了，现在他正在做我的行为！
455,上班了第一次看见老板心里很紧张，同事介绍说这个就是老板。 我上前握手说道；老表好！ ……汗死
456,盖伊（跟朋友说话）：我猜她不喜欢披萨。
457,那个男人伸进口袋，掏出确切的款项付款。
458,有一天清晨，她打电话给那个小伙子：“你好，我就是对面单元里的姑娘，你还记不记得，昨晚我脱下长筒袜子放在哪里了。”
459,这简直是胡闹！导演对一演员生气地喊，在这一幕里，你临死之前怎么能突然放声大笑呢？ 就凭我每月这工资，演员回答，死是我最美好的归宿啊。
460,一天，蚊子夫妇去厕所吃晚餐。 蚊子丈夫吃的正兴起时，妻子抱怨到：“为什么晚饭总吃大粪啊~~~。” “吃饭的时候不许谈论这么恶心的话题！！！”
461,如果数字2铅笔是最受欢迎的，为什么它仍然是2号？
462,你身材很好，好的连孙悟空看见你，都会给你三棍子了。
463,你不需要用装饰的词语来表达你的意思。说得清楚，为呼吸节省一些气息。
464,给定房间内的所有行李和箱子必须尽可能早地包含一只猫。
465,我的猫让我在房间里搜寻看不见的入侵者。
466,过去：一流学生出国，二流学生考研，三流学生就业。现在：一流学生就业，二流学生出国，三流学生考研。
467,如果无知是幸福 - 那么你必须是高潮！
468,为什么'忽视'和'监督'意味着相反的事情？
469,我要问的是，你对待我的方式与女王无异。
470,我家里没电 - 没有灯，我看不到我在做什么。好东西我的相机有一个闪光灯。为了制作三明治，我不得不拍摄我厨房的60张照片。我的邻居打电话给警察 - 他们以为我家里有闪电。
471,小明的爸爸对小明说：今天你要是乖乖的，爸爸就带你去集市上，看别人吃糖。
472,再过几天就是情人节了，女朋友晚上突然发来信息 问：“情人节你打算怎么过呀？” 我答：“当然是一笑而过。”
473,这是一场完美的婚姻。她不想，也不能。
474,考驾照规定身高不低于1.5米。 老爸对我说：“你要去考驾照，开车就像无人驾驶。” 真心伤到了！
475,在自行车上，无论你想走哪条路，它都是上坡路，逆风而行。
476,病人：“我真不好意思告诉您：我夫人认为您收我手术费太高了。” 外科医生：“不过，我亲爱的，我相信，您对自己生命的估价不会像您夫人那样低。”
477,我生活很高尚，但最终我建立了宽容。
478,然后果然有一个客人让老板开门，我爸妈都不去，然后我默默的去拿了钥匙。 让你们骂！不说了，我得敢紧溜了。
479,哥哥躺在海滩上享受日光浴，弟弟在一旁玩得满身满脸都是泥沙。 哥哥嘲笑地说：“这就叫‘君子坦荡荡，小人脏兮兮’。”
480,此电子邮件永远不会被主动发送。它只发送给您，因为您很幸运能够了解发件人。
481,本世界最伤狗的一句话：当你老了，你的自拍可能就是你的全家福。
482,无所畏惧的人是有福的，因为他永远不会失望。
483,偷了我钱包的小偷翻开只看到五块钱潸然泪下感叹：“都不容易啊！”。
484,有人在一个网站注册了一个用户名“爹”，结果它给我发来邮件，一看就震惊了，“爹，您好，恭喜您，您的用户名已经注册成功了！”
485,成功专家有日在演讲台上说：「把每一天都当成生命末日般去努力，一定会成功的。」 听众：「才不要，那天天说的话岂不都是遗言了呢。」
486,嘿圣诞老人！你的顽皮女孩名单多少钱？
487,我今天去看了医生，他拒绝给我写伟哥的处方。他说这就像在一座被定罪的建筑物上放置一个新的旗杆。
488,儿子随妈妈去乡下外婆家，看到外婆家的猪嘴角挂满沫，儿子奇怪地问：“妈妈，怎么那猪刷完牙不洗脸呀？”
489,我被关押在一家巧克力工厂里。不要发送帮助。
490,一些奇怪但有趣的拾取线......我不知道他们是否真的有效！
491,第四，保持警惕。你可以通过观察观察很多。
492,课堂上，老师说：“不一定姓什么就怎么样，姓牛的其实都不牛，你们看，历史上哪有姓牛的出名人物？” 角落里，一个低沉的声音响起：“牛顿！”
493,许多人已经尝试了一段时间（举重运动员，卡车司机等），但没有人能做到。
494,当贫穷敲门时，爱情飞出了窗外。
495,拥挤的电梯的气味与侏儒完全不同。
496,我很忙。你好丑。祝你今天愉快。
497,有天走在路上，看到路边新种的一颗颗树苗都用三脚架支撑着，随即问同行的老公：“为什么新种的树苗都要用支撑架呢？” 老公说：“因为新树不正。”
498,有趣的是，海盗总是四处寻找宝藏，他们从未意识到真正的宝藏是他们创造的美好回忆。
499,食客微微一笑：我点菜时好像没点苍蝇！ 侍者很镇静：但是，这不必另外加钱的！
500,文学课上，讲到四大名著，老师发问：潘金莲西门庆等人是四大名著中哪本名著？ 一哥们起身高声答到：金瓶梅…
501,最近压力大，啃旺旺雪饼居然比别人啃烟还厉害。
502,软件错误只有在软件被业界认定为过时后才能更正。
503,为什么流量最慢的时间被称为高峰时段？
504,一个死刑犯问刑警：现在几点了？ 刑警喝斥道：死到临头了，还问时间干什么！ 犯人说：这可是我的终生大事，记住这个时间对我来说非常重要。
505,青春就像卫生纸。看着挺多的，用着用着就不够了。
506,客：“你说换新老板了，怎么还是你开着这馆子。” 主人：“我娶了老婆了，她是我的新老板。”
507,世界上唯一不变的，就是一切都在变。
508,比尔误把一瓶汽油当酒喝到肚子里了，他很紧张，就去找医生。 医生说：没关系，只是在一周内不要吸烟。
509,一次文艺晚会，主持人上台报幕：下面请欣赏：新疆歌舞，掀起你的头盖骨！毛骨悚然！
510,转世：让我们继续努力，直到我们做对了。
511,如果我一辈子都活了下来，我觉得我没有力量。
512,我的婚姻是基于他相信他赢得了争论。
513,儿子：爸爸，我妈跟奶奶吵完架，总爱跟别人说她是无心的，那，我妈妈的心呢？ 父亲：锁在钱包里啦！
514,获胜不是一切，但失败并不是什么。
515,小王站起来说：“听了局长的指示，腰不酸了，背不疼了，腿也不抽筋了，走路也有劲了。这指示，还真管用！”
516,你不能阻止悲伤的鸟儿飞过你的头，但可以阻止他们在它上面筑巢。
517,为什么在飞机座位下有浮选装置而不是降落伞？
518,成功专家有日在演讲台上说：把每一天都当成生命末日般去努力，一定会成功的。听众：才不要，那天天说的话岂不都是遗言了呢！
519,小明做梦发短信：“枯藤老树黑鸦，可乐皮鞋千家，世风日下，天堂：让我来吧！” 不一会，手机那头回复了八个字：“门票很贵，人多排队！”
520,我站在公园里，想知道为什么飞盘越来越近，飞盘越来越大了。然后它打了我。
521,根据律师的建议，我的保险杠目前没有任何消息。
522,巴黎晚报的主笔拉扎雷夫，有一次对一群大学生讲到他的经验时说：一位新闻记者前半生是花在报道一些他们不能了解的事情上，而后半生则是花在隐瞒一些他了解得太透彻的事实上。
523,这不是我们所代表的......这是我们谈到的重要事项。
524,现在客厅里有一个更明亮的灯泡。
525,妄想症：害怕你的猫是出类拔萃的。
526,我喜欢留下来听你谈论自己，但我得跑。
527,这些是我的原则，如果你不喜欢它们......好吧，我有其他人。
528,听别人形容梦想，没有什么比这更无聊了。
529,假如生活欺骗了你，不要悲伤，不要心急，也许是你活该呢！？
530,一个人画了许多拙劣的画，临死前想把这些画送给一个团体，以图留名于后世。于是他向律师请教：我的画送给哪个团体最合适？ 律师答道：我想，最好送到盲人院！
531,大多数人从未见过只有13个频道的电视机，也没有看过黑白电视。
532,在家觉得后背发痒，就把四五岁大的儿子叫来：“给爸爸抓抓背。” 小家伙用一只手指抵住背，很正经地说：“爸爸，动吧。”
533,我告诉我的精神科医生，每个人都讨厌我。他说我很荒谬 - 每个人都还没见过我。
534,儿子边哭边理‍直气壮地说：“你看，试卷上面写得很清楚，‘答错扣分’啊。
535,"一女同学黑了些,她男友又太白了些,有天宿舍里得毒舌天后突然对她冒出一句：“你们这样不行,你们会生出斑马来的”"
536,不要总是拍马屁，马也是会长痔疮的
537,现实中用真名说假话，网络中用假名说真话。
538,我拳打南山敬老院，脚踢北海幼儿园，1米以下全部干倒，我往太平房上一跺脚，不愤的给我站起来。
539,妻：我们怎么来庆祝我们的结婚纪念日? 夫：静默一分钟如何?
540,一个星期后，男子回来说：“给我200只小鸡。” 合作社的人遵守。
541,汤姆热情地说，吃铀让我觉得好笑。
542,教授：你少上一节课，知道错过什么吗？ 学生：您的口水。
543,人类就像格兰诺拉麦片 - 如果你带走所有坚果和水果，你剩下的就是一堆薄片。
544,不受控制地笑了大约3分钟，然后突然停下来，怀疑地看着每个看着你的人。
545,萤火虫：没有危险意识，缺乏消防观念，涉嫌故意纵火罪。
546,人生最重要的不是所在的位置，而是所朝的方向。同样是个B，你一路向北能变成NB，撞破南墙不回头，就只能当个SB。
547,当我转过身时，人们会给我一个欢迎回来的派对。
548,女人希望她年长的唯一一次就是她期待的时间。
549,如果我想要你的意见，我会要求你填写必要的表格。
550,现在的情况比以往任何时候都多。
551,计算机将我的工作减半，老板希望我把它全部重新组合在一起！
552,某高校院系调整圆满完成，各系无论大小纷纷挂牌以学院。总结大会上校长慷慨呈辞道：从今以后，我们学校就没系(戏)了。 台下掌声四起。
553,没有性行为的补救措施......除了更多的性行为。
554,问:“姑娘，您对您理想中另一半的要求是？” 姑娘答：“但愿人长久。” “可姑娘，此事古难全啊。”
555,如果男人来自火星，为什么我们不能把他们送回去呢？
556,对话女孩：当我们结婚时，我想分担你所有的烦恼，烦恼和减轻你的负担。
557,今天中午打饭地时候，看见一哥们拿着半个西瓜皮去打饭。 食堂大妈还真给他打了！
558,“小张，你的气色不好，出了什么事？” “我昨晚快天亮才回家，正在脱衣睡觉时，太太醒来了，问我为什么起得如此早。我只好又穿上衣服来上班。”
559,当你和我一样伟大时，很难谦虚。
560,请你相信我！ 怎么相信呢？ 亲爱的，我那纯洁的爱情只献给你一个人。 那么不纯洁的给谁呢？
561,当其他人在没有你帮助的情况下发现你的优点时，它会更令人印象深
562,孩子想了一下，坚定地说：站旁边！
563,永远不要试着教猪唱歌。这会浪费你的时间并使猪烦恼。
564,一客户存钱，柜员问：“您是存定期吗？” 他立即扭头问妻子：“我们要定期还是死期？” 妻子答：“先死三年吧！” 强忍不敢笑。
565,以前真的是美女才是美女；现在只要是女人就是美女。
566,酒醉后，甲：我跟老婆求婚时，跪了一个小时，你跪了吗？ 乙说：我老婆说我就免跪了，将来有的是机会。
567,原教旨主义者是有福的，因为他们会抑制地球。
568,你更有可能被香槟软木塞杀死而不是被毒蜘蛛杀死。
569,分类广告：出售：男士西装，完美贴合。
570,甲：小吴人挺厚道的，怎么一直没有女朋友？ 乙：你看小吴那长相，还有他那收入，典型的绝缘材料！你就是把他扔进女儿国，也没有姑娘愿意和他来电！
571,儿子：爸爸，什么叫法律? 父亲：法律就是法国的律师。 儿子：那么什么是法盲? 父亲：那当然就是法国的盲人。
572,妻子对丈夫说L：你总是午夜之后才从酒店老板娘那儿回来，想想看，邻居该怎么议论你？ 丈夫回答说：请放心，我把邻居都留在老板娘那里了。
573,为什么他们在自动柜员机的键盘上放置盲文点？
574,狼来了！小孩说了三遍就没人信了。老师来了！说了无数遍还是次次当真，终于找到一种比狼还可怕的动物。
575,女人有秘密，总想着和她的男人分享；男人有秘密，女人会逼着男人和她分享。
576,“请给我一个烧饼。” “孩子，现在一个烧饼要一块了。” “什么时候涨价的？” “今天早上。” “那就给我一个昨天晚上的吧！”
577,同学的爸爸是出租车司机，那天两个男的伸手拦车：到某某某地多少钱？ 大约10块钱吧。 两人15去不去？ ……去！去！
578,如果他们把一个人放在月球上 - 他们应该能够将他们全部放在那里。
579,哥的微信签名：哥离婚了，都看好你们媳妇。
580,"想做一条鱼游在工作的水中,可做不好,于是变成了水煮鱼。"
581,我很好; 这是世界其他地方搞砸了。
582,热情好客让您的宾客有宾至如归的感觉，即使您有宾至如归的感觉。
583,我可能有自己的缺点，但错误不是其中之一。
584,我的生活充满了可怕的不幸; 其中大多数从未发生过。
585,妻子：孩子他爸，你看咱们宝贝儿子的成绩册，连着是四个2。 丈夫：是主牌呀！难得一下子来了四个，还可以横甩呢！
586,整死一个人，最毒辣的招数，莫过于把他的身份证藏起来…… 让他回家买不到票~快递取不到货~考试办不了准考证~宾馆开不了房！
587,如果超人如此聪明，为什么他的内衣在外面呢？
588,坐在电影院里，等了半天也没开始。于是有人高声问：怎么还不开始，遥控器在谁那儿呢？！
589,教授收到台下传来的一张纸条，上面写着“王八蛋”三个字。 他愣了一下，然后微笑着说：“哪位同学写了名字却忘了问问题？”
590,妻子：今年春节不知会流行什么时装? 丈夫：只有两类，一种是你不合意的，一种是你合意而我不会买的。
591,当你达到了解你的计算机的程度时，它可能已经过时了。
592,面对疯狂逃窜的歹徒，警方不慌不忙的摸出了捆仙绳。
593,在办公室吃完一桶方便面，剩下汤装进小塑料袋，扎好袋口就往窗外扔。 抡园了膀子鼓足了劲，叭！全砸窗框上了，再看我的脸……自作自受！
594,女儿：daddy，如果地上有一张五块和一张十块，你会拿哪一张呢？ 爸爸：宝宝，当然拿十块的啦！ 女儿：爸爸，你好笨啊，你不会两张都拿吗？
595,母亲：儿子，只要你好好学习，长大就可吃工资了！ 儿子：妈妈，现在就让我吃吧！ 母亲：现在不能吃。 儿子：可我现在很饿，工资在哪里？
596,一个没有犯错误的人通常什么都不做。
597,在实习的时候，对一个老师说：陈老师你是不是姓陈？
598,贫僧是自东土大唐而来，专程去往西天拜佛求亲的。
599,给大家解释一下孙笑川之所以打奶奶是因为奶奶先叫他孙子的这谁忍得了。
600,您可以访问过去，不要携带任何行李。
601,艰苦的工作经常在一段时间后付出代价，但是懒惰现在总是需要付出代价。
602,史上最短的战争是在1896年桑给巴尔和英格兰之间。桑给巴尔在38分钟后投降。
603,如果你相信命，那么一切的偶然都是注定；如果你不相信命，那么一切的注定都是偶然。
604,老总中午喝了酒，下午来到会议室开会，问身边的秘书：“人都到齐了么？” 秘书：“到齐了”。 老总大手一挥“上菜”！
605,维利，什么是同义词？女老师问。 维利答道：同义词就是，当你不知道基本词确切的写法时，用以来代替的词。
606,有一次做梦梦见我在考试，吓的我心惊肉跳，醒过来发现自己果然在考试！
607,如果调试是删除错误的艺术，那么编程必须是将它们放入的艺术。
608,我把斑点去除剂洒在了我的狗身上，现在他已经离开了。
609,她喜欢做个婊子，以至于在她的时期结束时会让她生气。
610,甲：最近我家老召贼。 乙：养条狗呗。 甲：不用了，我老爸准备退休了。
611,它不仅仅是赢得比赛 - 它还在喝啤酒。
612,当你射出真理的箭头时，请用蜂蜜蘸它。
613,如果不是为了杀戮，华盛顿将成为该国犯罪率最低的国家之一。
614,于是一群人憋到内伤……老师，您说的是下水道吧……
615,我有个同学，有一次犯了个错误。 老师叫去问。他就说：“人嘛，总会犯错误的，就象吃芝麻哪有不掉烧饼的……”
616,与第一个男友分后，我在阳台上种了金针菇。 与第二个男友分后，我在阳台种了胡萝卜。 与第三个男友分后，我在阳台上种了黄瓜。
617,妻子：你把我的信寄了么？ 丈夫：好像是寄了。你不信，不妨在我袋内找找。 妻子：多谢！我忘了，还没有把信交给你啊。
618,在校大学生领结婚证可以加三个学分，都不知道是什么原因。 某位学姐说：“国家级证书当然加学分了！”
619,老王因开除而脸面无光，被人笑掉大头后成功复职。
620,成功来自罐头......失败来自于不可能。
621,一位妇人带她的狗去理发。当被告知要40美元时，她十分震惊。 我理发也只要9美元！她轻蔑地说。 但你不咬人吧？理发师很快地回答。
622,一年级的小朋友出去郊游，老师说不论做什么事情都必须10个人集体活动。 过了一会儿，突然有人喊道：“还有谁要去厕所？快点！我们9个人已经憋不住了！”
623,如果早上来的晚一些，我想我会喜欢早上的。
624,如果你带走了世界上所有愚蠢的人......你就已经形成了罗德岛。
625,我出生时就是剖腹产。你无法分辨，虽然每当我离开家时，我都会从窗户出去。
626,大学宿舍的墙壁上贴着这样一条通告：1、不要在宿舍楼下烧烤！2、不要往宿舍楼下泼水！注：如泼水，先看楼下有无烧烤！
627,最好让别人认为你是白痴，而不是张开嘴来证明这一点。
628,一视钱如命的老兄突然换了一部新手机，众人大惑不解问之。 答曰：“别人离婚换老婆，我老婆换不起，手机还换不起吗？” 众人愕然大笑。
629,我是一个单纯的男人。我想要的只是两个正常男人的足够睡眠，三个足够的威士忌，四个女人。
630,每次她进入它，她都会出现黑色和蓝色。
631,在华南理工大学，一女同学在食堂吃饭时，一机电系男生凑到旁边，“同学，我能和你说话不，我已经一个月没和女生说话了。”
632,技巧 - 在尼亚加拉大瀑布上成功走钢丝。
633,我不再吸毒了，因为我发现我只是站得很快就能得到同样的效果。
634,信仰 - 双腿在膝盖处相遇，不能站起来。
635,甲：我今天五点就起床了。 乙：然后你干啥了？ 甲：然后……呵呵…我又睡了。
